Institucion,Organismo responsable,Expediente,Fecha,Tipo,Objeto,Procedimiento,Ambito_geografico,Materias_CPV,Observaciones,nif_licitador,valor_estimado_licitacion,nombre_poder_adjudicador,nif_adjudicador,nombre_adjudicatario,nif_adjudicatario,valor_oferta_adjudicada,verificacion_organismo,Enlace HTML
MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,Dirección Provincial del Servicio Público de Empleo Estatal en Burgos,09 PAS 01/2024.,02/01/2025,Contratación,"Servicio de limpieza de las dependencias de la D.P. SEPE en Burgos, sita en la calle Jesús María Ordoño nº4, 8 y 10 durante el ejercicio 2025.",Abierto,Castilla y León,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",No disponible,No disponible,No disponible,Dirección Provincial del Servicio Público de Empleo Estatal en Burgos.,Q0919005I.,CLN SERVICIOS INTEGRALES S.L.,B33687765.,"47.808,71 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-47
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Guadiana,202400000090.,02/01/2025,Contratación,"Seguimiento y vigilancia ambiental del proyecto de trasvase entre las cuencas de los ríos Pizarroso, Alcollarín y Búrdalo (Cáceres).",Abierto,Extremadura,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,No disponible,No disponible,Presidencia de la Confederación Hidrográfica del Guadiana.,Q0617001C.,"GABINETE TÉCNICO AMBIENTAL, S.L.U.",B21381793.,"441.933,57 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-48
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Secretaría de Estado de Medio Ambiente,P02.C05.I3.P01.A09.25.,02/01/2025,Licitación,"Proyecto 06/22 de digitalización y automatización de la ETAP La Pedrera (AC/Jacarilla), en el marco del Plan de Recuperación, Transformación y Resiliencia (PRTR).",Abierto,Comunidad Valenciana,45000000 Trabajos de construcción,No disponible,S2801401G.,"1.069.914,25 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-49
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Ebro,107/24-OB.,02/01/2025,Licitación,Ampliación y mejora puente de Campiel. Plan de restitución territorial del embalse de Mularroya. Zaragoza-Calatayud. Proyecto 10/19 y Adenda 04/24.,Abierto,Aragón,45000000 Trabajos de construcción,No disponible,Q5017001H.,"669.816,70 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-50
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,S-06/24-01.,02/01/2025,Contratación,Suministro para el almacén central de activos de calidad del agua para las casetas de cloración del Área de Explotación (MU/CARTAGENA) C.P. 30.,Abierto,Región de Murcia,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía 42000000 Maquinaria industrial 44000000 Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos)",Lote 3.,No disponible,No disponible,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,Q3017002A.,INSTALACIONES ELECTROMECANICAS TORRES TUBILLA.,****6749*.,"64.087,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-51
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,O-08/23-01.,02/01/2025,Contratación,Proyecto 08/23 de mejora del recinto del albergue de Alhama (MU/ALHAMA DE MURCIA).,Abierto,Región de Murcia,45000000 Trabajos de construcción,Reforma.,No disponible,No disponible,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,Q3017002A.,Pavasal Empresa Constructora S.A.U.,A46015129.,"263.231,02 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-52
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,S-01/24-03.,02/01/2025,Contratación,Suministro de carbón activo granular para los filtros de la ETAP de Lorca y la ETAP de Campotejar (VARIOS).,Abierto,Nacional,24000000 Productos químicos 45000000 Trabajos de construcción,Lote 1.,No disponible,No disponible,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,Q3017002A.,"ASCH INFRAESTRUCTURAS Y SERVICIOS, S.A. - IBARRA LORCA, S.L.",No disponible,"1.113.483,78 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-53
MINISTERIO DE CULTURA,Dirección del Museo Nacional Centro de Arte Reina Sofía,202400000290.,02/01/2025,Contratación,Servicio de asistencia sanitaria en el Museo Nacional Centro de Arte Reina Sofía.,No disponible,Comunidad de Madrid,85000000 Servicios de salud y asistencia social,No disponible,No disponible,No disponible,Dirección del Museo Nacional Centro de Arte Reina Sofía.,Q2828032I.,"COLECTIVO CLARIS, SDAD.COOP.",F58026022.,"340.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-54
MINISTERIO DE CULTURA,Dirección del Museo Nacional Centro de Arte Reina Sofía,202400000533.,02/01/2025,Licitación,Servicio de alojamiento del sitio web y la biblioteca digital del Museo Nacional Centro de Arte Reina Sofía.,Abierto,Comunidad de Madrid,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",No disponible,Q2828032I.,"197.701,45 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-55
MINISTERIO DE CULTURA,Junta de Contratación del Ministerio de Cultura y Deporte,J240060.,02/01/2025,Licitación,"Asistencia técnica para la organización y ejecución de webinarios, edición y subtitulado de los vídeos para su posterior difusión pública sobre programas europeos de ayudas .",Abierto,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,S2800239B.,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-56
MINISTERIO DE CULTURA,Junta de Contratación del Ministerio de Cultura y Deporte,J240063.,02/01/2025,Licitación,Servicio de limpieza del Museo Nacional de Arqueología Subacuática.,Abierto,Región de Murcia,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",No disponible,S2800239B.,"610.063,77 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-57
MINISTERIO DE CULTURA,Dirección General del Instituto Nacional de las Artes Escénicas y de la Música,MS240086.,02/01/2025,Contratación,Suministro de gas en el Teatro Lírico Nacional de la Zarzuela .,Abierto,Comunidad de Madrid,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",No disponible,No disponible,No disponible,Dirección General del Instituto Nacional de las Artes Escénicas y de la Música.,Q2818024H.,"Gas Natural Comercializadora, S.A.",A61797536.,"44.606,78 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-58
MINISTERIO DE CULTURA,Dirección del Museo Nacional del Prado,24AA0498 .,02/01/2025,Licitación,"Suministro de Gasóleo C de bajo contenido en azufre en el Edificio Villanueva-Jerónimos, Museo Nacional del Prado.",Abierto,Comunidad de Madrid,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",No disponible,Q2828018H.,"1.205.185,08 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-59
MINISTERIO DE CULTURA,Dirección del Museo Nacional del Prado,24AA0469.,02/01/2025,Licitación,Servicio de limpieza e higienización de los edificios del Museo Nacional del Prado.,Abierto,Comunidad de Madrid,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",Se modifica plazo/apertura por anuncio publicado el 4 de febrero de 2025 (Ref. BOE-B-2025-3842 ).,Q2828018H.,"5.702.938,19 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-60
MINISTERIO DE SANIDAD,Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta,PA/2024/017/GCE.,02/01/2025,Contratación,Suministro de productos para el sistema de lavado y para el sistema de esterilización para endoscopio y accesorios del robot Da Vinci para el Hospital Universitario de Ceuta.,Abierto,Ciudad de Ceuta,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal 39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza",Varias adjudicaciones.,No disponible,No disponible,Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta.,S5100013A.,Steelco España Soluciones Integrales en Esterilización S.L.,B87871422.,"67.282,40 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-61
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",32814/24.,02/01/2025,Contratación,Servicio de vigilancia para el Centro Ignacio Bolívar de la Organización Central (ORGC) de la Agencia Estatal Consejo Superior de Investigaciones Científicas (CSIC).,No disponible,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,No disponible,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.",Q2818002D.,"Ariete Seguridad, S.A.",A81349474.,"155.928,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-62
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",32866/24.,02/01/2025,Contratación,Servicio de limpieza destinado al Instituto de Productos Naturales y Agrobiología (IPNA).,Abierto,Canarias,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",No disponible,No disponible,No disponible,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.",Q2818002D.,DONDORES MANAGEMENT S.L.,B76779529.,"73.587,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-63
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Dirección del Instituto de Salud Carlos III,GG0080/2023.,02/01/2025,Contratación,Suministro de equipos de laboratorio para los centros del ISCIII.,Abierto,Comunidad de Madrid,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)",Varias adjudicaciones.,No disponible,No disponible,Dirección del Instituto de Salud Carlos III.,Q2827015E.,"STERILTECH, S.L.",B83968644.,"179.800,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-64
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Dirección del Instituto de Salud Carlos III,GG0074/2023.,02/01/2025,Contratación,Servicio de mantenimiento de equipamiento científico del Laboratorio de Control de Dopaje.,Abierto,Comunidad de Madrid,50800000 Servicios de reparación y mantenimiento,Lotes 1 y 2.,No disponible,No disponible,Dirección del Instituto de Salud Carlos III.,Q2827015E.,AB SCIEX SPAIN.,B86907128.,"105.934,52 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-65
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Dirección del Instituto de Salud Carlos III,GG0065/2023.,02/01/2025,Contratación,Servicio de mantenimiento del equipamiento científico específico de los diferentes Centros y Unidades Científico Técnicas del ISCIII.,Abierto,Comunidad de Madrid,50800000 Servicios de reparación y mantenimiento,Lote 2.,No disponible,No disponible,Dirección del Instituto de Salud Carlos III.,Q2827015E.,"METROHM HISPANIA, S.L.",B88334131.,"29.139,18 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-66
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Cuenca,2024/160016.,02/01/2025,Contratación,Servicio de vigilancia del edificio sede de las Direcciones Provinciales del INSS/TGSS de Cuenca.,No disponible,Castilla-La Mancha,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,No disponible,TGSS-Dirección provincial de Cuenca.,Q1619003E.,DAVOS PROTECCION SL.,B45890092.,"163.604,55 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-67
COMISIÓN NACIONAL DE LOS MERCADOS Y LA COMPETENCIA,Presidencia de la Comisión Nacional de los Mercados y la Competencia,240558.,02/01/2025,Licitación,Servicios de soporte al desarrollo y mantenimiento de aplicaciones y y control de proyectos de los sistemas de información de la Comisión Nacional de los Mercados y la Competencia.,Abierto,Comunidad de Madrid,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",No disponible,Q2802141H.,"10.275.247,94 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-68
MINISTERIO DE DEFENSA,Dirección Económico Financiero de la Dirección General de Infraestructura,2024/SP03032003/00001478E.,03/01/2025,Contratación,UEDEC.-actualización y soporte técnico de las licencias software del subsistema de imagen clínica del sistema de información de sanidad del MINISTERIO DE DEFENSA (SISANDEF) 2024-2027.,Abierto,Comunidad de Madrid,48000000 Paquetes de software y sistemas de información,No disponible,No disponible,No disponible,Dirección Económico Financiero de la Dirección General de Infraestructura. MDE.,S2800643E.,GENERAL ELECTRIC HEALTHCARE ESPAÑA S A U.,A28061737.,"802.525,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-99
MINISTERIO DE DEFENSA,Dirección Económico Financiero de la Dirección General de Infraestructura,2024/SP03032003/00001723E.,03/01/2025,Contratación,Servicios de asistencia Técnica y soporte de los sistemas de inteligencia BICES y SICONDEF.,Negociado con publicidad,Comunidad de Madrid,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",No disponible,No disponible,No disponible,Dirección Económico Financiero de la Dirección General de Infraestructura. MDE.,S2800643E.,"INETUM ESPAÑA, S.A.",A28855260.,"641.075,25 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-100
MINISTERIO DE DEFENSA,Dirección General del INTA,582024052100.,03/01/2025,Contratación,Instrumentación para el laboratorio de efectores móvil CETEDEX.,Abierto,Comunidad de Madrid,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación",Lote 5.,No disponible,No disponible,Dirección General del INTA.,Q2822003F.,Novadep NDT Systems SL.,B47701990.,"53.400,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-101
MINISTERIO DE DEFENSA,Dirección General del INTA,582024085700.,03/01/2025,Contratación,Adecuación de accesos al CEAES de Cuadros.,Abierto,Castilla y León,45000000 Trabajos de construcción,Reforma.,No disponible,No disponible,Dirección General del INTA.,Q2822003F.,"VIDAL FERRERO, S.L.",B24081663.,"126.828,10 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-102
MINISTERIO DE DEFENSA,Jefatura de la Sección de Asuntos Económicos de la Unidad Militar de Emergencias,2024/SP03038000/00005901E.,03/01/2025,Contratación,Acuerdo Marco para los servicios de operador logístico para el Ministerio de Defensa 18/JCMDEF/00000001 / LOTE 1 - ServiciosLogísticos Internacionales. Anualidad 2025.,No disponible,Comunidad de Madrid,60000000 Servicios de transporte (excluido el transporte de residuos),Acuerdo Marco.,No disponible,No disponible,Jefatura de la Sección de Asuntos Económicos de la Unidad Militar de Emergencias.,S2800475B.,SERVICIOS LOGISTICOS INTEGRADOS SLI SA.,A80128390.,"15.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-103
MINISTERIO DE DEFENSA,Jefatura de la Sección de Asuntos Económicos de la Unidad Militar de Emergencias,2024/SP03038000/00005898E.,03/01/2025,Contratación,Servicios de operador logístico para el Ministerio de Defensa (contrato derivado de AM18/JCMDEF/00000001/ LOTE-2 Servicios Logísticas Nacionales Anticipada 2025.,No disponible,Comunidad de Madrid,63000000 Servicios de transporte complementarios y auxiliares; servicios de agencias de viajes,Acuerdo marco.,No disponible,No disponible,Jefatura de la Sección de Asuntos Económicos de la Unidad Militar de Emergencias.,S2800475B.,SERVICIOS LOGISTICOS INTEGRADOS SLI SA.,A80128390.,"15.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-104
MINISTERIO DE DEFENSA,Jefatura de la Sección de Asuntos Económicos de la Unidad Militar de Emergencias,2023/SP03038000/00000334E.,03/01/2025,Contratación,Acuerdo Marco para el suministro de vestuario de la Unidad Militar de Emergencias (UME).,Abierto,Comunidad de Madrid,"18000000 Prendas de vestir, calzado, artículos de viaje y accesorios 35000000 Equipo de seguridad, extinción de incendios, policía y defensa",varias adjudicaciones. Acuerdo Marco.,No disponible,No disponible,Jefatura de la Sección de Asuntos Económicos de la Unidad Militar de Emergencias.,S2800475B.,YADRA S.A.,A28703023.,"0,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-105
